order_id,customer_id,order_date,order_value,category,quantity,is_returned
ORD_0000084,CUST_00007,2022-02-23,332.08,Home & Garden,4,True
ORD_0000085,CUST_00007,2022-03-23,652.9,Electronics,2,False
ORD_0000086,CUST_00007,2022-04-12,32.31,Beauty,2,False
ORD_0000087,CUST_00007,2022-04-26,20.4,Books,2,False
ORD_0000088,CUST_00007,2022-05-09,403.97,Electronics,2,False
ORD_0000089,CUST_00007,2022-05-15,24.75,Beauty,4,False
ORD_0000090,CUST_00007,2022-05-28,104.67,Clothing,1,False
ORD_0000091,CUST_00007,2022-06-01,43.38,Beauty,1,False
ORD_0000092,CUST_00007,2022-06-05,664.03,Electronics,3,False
ORD_0000093,CUST_00007,2022-06-14,69.69,Clothing,1,False
ORD_0000094,CUST_00007,2022-06-21,489.14,Home & Garden,4,False
ORD_0000095,CUST_00007,2022-06-21,52.13,Beauty,2,False
ORD_0000096,CUST_00007,2022-06-29,85.83,Clothing,3,False
ORD_0000097,CUST_00007,2022-07-02,130.85,Beauty,2,False
ORD_0000098,CUST_00007,2022-07-03,231.38,Home & Garden,3,True
ORD_0000099,CUST_00007,2022-07-08,94.99,Sports,1,False
ORD_0000100,CUST_00007,2022-07-09,28.01,Books,4,False
ORD_0000101,CUST_00007,2022-07-19,89.68,Home & Garden,3,False
ORD_0000102,CUST_00007,2022-07-25,749.36,Electronics,5,False
ORD_0000103,CUST_00007,2022-08-01,163.59,Sports,2,False
ORD_0000104,CUST_00007,2022-08-24,131.62,Beauty,4,False
ORD_0000105,CUST_00007,2022-08-25,99.12,Home & Garden,2,False
ORD_0000106,CUST_00007,2022-09-10,34.63,Clothing,2,False
ORD_0000107,CUST_00007,2022-10-08,116.84,Sports,5,False
ORD_0000108,CUST_00007,2022-10-13,59.65,Clothing,3,False
ORD_0000109,CUST_00007,2022-10-27,28.34,Beauty,5,False
ORD_0000110,CUST_00007,2023-01-10,69.5,Beauty,1,False
ORD_0000111,CUST_00007,2023-02-06,418.75,Electronics,3,False
ORD_0000112,CUST_00007,2023-02-12,234.59,Clothing,5,False
ORD_0000113,CUST_00007,2023-02-18,50.95,Books,5,False
ORD_0000114,CUST_00007,2023-03-04,82.1,Beauty,5,True
ORD_0000115,CUST_00007,2023-03-31,541.51,Electronics,5,False
ORD_0000116,CUST_00007,2023-04-06,23.2,Home & Garden,2,False
ORD_0000117,CUST_00007,2023-04-23,56.36,Beauty,4,False
ORD_0000118,CUST_00007,2023-04-27,302.41,Home & Garden,4,False
ORD_0000119,CUST_00007,2023-06-29,40.43,Books,3,False
ORD_0000120,CUST_00007,2023-07-31,263.92,Sports,2,False
ORD_0000121,CUST_00007,2023-08-16,192.91,Home & Garden,2,False
ORD_0000122,CUST_00007,2023-09-13,120.0,Sports,5,True
ORD_0000123,CUST_00007,2023-09-29,222.05,Electronics,2,False
ORD_0000124,CUST_00007,2023-10-05,367.07,Electronics,4,False
ORD_0000125,CUST_00007,2023-10-13,24.8,Beauty,5,False
ORD_0000126,CUST_00008,2022-01-05,33.6,Beauty,3,False
ORD_0000127,CUST_00009,2023-01-27,74.75,Beauty,4,False
ORD_0000128,CUST_00009,2023-02-10,441.94,Electronics,2,False
ORD_0000129,CUST_00009,2023-03-02,976.23,Electronics,5,False
ORD_0000130,CUST_00009,2023-03-19,113.21,Beauty,2,True
ORD_0000131,CUST_00009,2023-04-11,40.48,Beauty,2,False
ORD_0000132,CUST_00010,2021-04-22,286.8,Sports,1,False
ORD_0000133,CUST_00010,2021-11-23,18.71,Books,5,False
ORD_0000134,CUST_00010,2022-08-30,230.43,Sports,3,False
ORD_0000135,CUST_00011,2022-11-28,124.7,Beauty,3,False
ORD_0000136,CUST_00011,2022-12-05,89.92,Beauty,5,False
ORD_0000137,CUST_00011,2022-12-08,55.45,Books,5,False
ORD_0000138,CUST_00011,2022-12-11,94.56,Sports,5,False
ORD_0000139,CUST_00011,2022-12-12,24.7,Books,4,False
ORD_0000140,CUST_00011,2022-12-18,52.65,Books,4,False
ORD_0000141,CUST_00011,2022-12-26,312.0,Home & Garden,1,False
ORD_0000142,CUST_00011,2022-12-27,201.81,Home & Garden,5,False
ORD_0000143,CUST_00011,2023-01-01,1321.48,Electronics,1,False
ORD_0000144,CUST_00011,2023-01-07,273.22,Clothing,2,False
ORD_0000145,CUST_00011,2023-01-13,57.73,Books,1,False
ORD_0000146,CUST_00011,2023-01-19,367.13,Sports,5,False
ORD_0000147,CUST_00011,2023-01-19,44.26,Clothing,2,False
ORD_0000148,CUST_00011,2023-01-24,245.71,Clothing,2,False
ORD_0000149,CUST_00011,2023-01-31,53.62,Books,5,False
ORD_0000150,CUST_00011,2023-02-01,175.53,Clothing,1,False
ORD_0000151,CUST_00011,2023-02-11,19.21,Books,3,False
ORD_0000152,CUST_00011,2023-02-11,253.59,Clothing,1,False
ORD_0000153,CUST_00011,2023-02-13,67.72,Clothing,2,False
ORD_0000154,CUST_00011,2023-02-13,813.09,Electronics,5,False
ORD_0000155,CUST_00011,2023-02-14,298.83,Sports,5,False
ORD_0000156,CUST_00011,2023-02-17,242.58,Home & Garden,3,False
ORD_0000157,CUST_00011,2023-02-20,36.81,Home & Garden,1,False
ORD_0000158,CUST_00011,2023-02-21,108.27,Beauty,1,False
ORD_0000159,CUST_00011,2023-02-22,234.54,Clothing,5,False
ORD_0000160,CUST_00011,2023-02-24,40.71,Beauty,1,False
ORD_0000161,CUST_00011,2023-03-03,44.14,Books,1,False
ORD_0000162,CUST_00011,2023-03-05,145.77,Beauty,1,False
ORD_0000163,CUST_00011,2023-03-06,171.88,Home & Garden,1,False
ORD_0000164,CUST_00011,2023-03-09,44.05,Books,3,False
ORD_0000165,CUST_00011,2023-03-12,852.73,Electronics,2,False
ORD_0000166,CUST_00011,2023-03-13,39.3,Books,3,False
ORD_0000167,CUST_00011,2023-03-20,289.57,Electronics,3,False
ORD_0000168,CUST_00011,2023-03-22,522.61,Electronics,4,True
ORD_0000169,CUST_00011,2023-03-24,206.9,Sports,1,False
ORD_0000170,CUST_00011,2023-04-14,1018.4,Electronics,2,False
ORD_0000171,CUST_00011,2023-04-25,61.1,Beauty,3,False
ORD_0000172,CUST_00011,2023-04-27,275.59,Home & Garden,4,False
ORD_0000173,CUST_00011,2023-05-31,411.02,Electronics,2,False
ORD_0000174,CUST_00011,2023-06-04,25.25,Books,3,False
ORD_0000175,CUST_00011,2023-06-06,596.85,Electronics,2,False
ORD_0000176,CUST_00011,2023-06-25,301.98,Sports,5,False
ORD_0000177,CUST_00011,2023-06-28,78.42,Beauty,4,False
ORD_0000178,CUST_00011,2023-07-04,255.76,Sports,5,False
ORD_0000179,CUST_00011,2023-07-05,30.98,Books,1,False
ORD_0000180,CUST_00011,2023-07-13,143.67,Beauty,5,False
ORD_0000181,CUST_00011,2023-07-18,161.51,Electronics,1,False
ORD_0000182,CUST_00011,2023-07-25,129.15,Sports,5,False
ORD_0000183,CUST_00011,2023-08-24,56.19,Books,1,False
ORD_0000184,CUST_00011,2023-09-13,49.92,Beauty,2,False
ORD_0000185,CUST_00011,2023-10-07,218.19,Sports,2,False
ORD_0000186,CUST_00011,2023-10-12,297.84,Sports,2,False
ORD_0000187,CUST_00011,2023-10-12,644.58,Electronics,2,False
ORD_0000188,CUST_00011,2023-10-29,276.64,Electronics,4,False
ORD_0000189,CUST_00011,2023-11-01,369.16,Home & Garden,5,False
ORD_0000190,CUST_00012,2023-02-18,24.56,Clothing,4,False
ORD_0000191,CUST_00012,2023-02-18,101.02,Clothing,5,False
ORD_0000192,CUST_00012,2023-02-25,406.02,Electronics,3,False
ORD_0000193,CUST_00013,2023-07-04,379.0,Home & Garden,4,False
ORD_0000194,CUST_00014,2022-07-25,590.31,Electronics,3,False
ORD_0000195,CUST_00014,2022-08-04,347.29,Home & Garden,5,False
ORD_0000196,CUST_00014,2022-10-17,29.2,Books,1,False
ORD_0000197,CUST_00014,2022-10-17,21.99,Beauty,2,False
ORD_0000198,CUST_00014,2022-10-20,29.71,Books,3,False
ORD_0000199,CUST_00014,2022-11-08,122.45,Clothing,1,False
ORD_0000200,CUST_00014,2022-12-09,29.45,Home & Garden,1,False
ORD_0000201,CUST_00014,2022-12-11,106.94,Home & Garden,2,False
ORD_0000202,CUST_00014,2023-01-04,89.82,Home & Garden,5,False
ORD_0000203,CUST_00014,2023-01-18,355.14,Home & Garden,1,False
ORD_0000204,CUST_00014,2023-01-21,197.48,Clothing,1,False
ORD_0000205,CUST_00014,2023-02-05,75.98,Beauty,5,False
ORD_0000206,CUST_00014,2023-04-18,676.03,Electronics,5,False
ORD_0000207,CUST_00014,2023-06-21,150.53,Clothing,2,False
ORD_0000208,CUST_00014,2023-06-24,109.1,Clothing,3,False
ORD_0000209,CUST_00014,2023-06-28,1064.74,Electronics,1,False
ORD_0000210,CUST_00014,2023-07-18,1105.85,Electronics,5,False
ORD_0000211,CUST_00014,2023-07-22,248.73,Sports,3,False
ORD_0000212,CUST_00014,2023-08-05,580.97,Electronics,5,False
ORD_0000213,CUST_00014,2023-08-21,37.37,Books,5,False
ORD_0000214,CUST_00015,2021-04-28,314.77,Home & Garden,1,False
ORD_0000215,CUST_00015,2021-05-01,29.91,Books,1,False
ORD_0000216,CUST_00015,2021-07-19,123.49,Sports,4,False
ORD_0000217,CUST_00015,2021-10-07,331.87,Home & Garden,5,False
ORD_0000218,CUST_00015,2021-10-31,109.87,Beauty,1,False
ORD_0000219,CUST_00015,2022-11-22,33.51,Beauty,3,False
ORD_0000220,CUST_00015,2023-07-10,66.56,Home & Garden,1,False
ORD_0000221,CUST_00015,2023-07-20,12.69,Books,1,False
ORD_0000222,CUST_00016,2022-09-11,153.45,Clothing,5,False
ORD_0000223,CUST_00016,2022-10-23,119.28,Clothing,3,False
ORD_0000224,CUST_00016,2022-11-08,156.06,Electronics,1,False
ORD_0000225,CUST_00016,2022-11-17,42.33,Beauty,5,False
ORD_0000226,CUST_00016,2022-11-24,14.71,Beauty,3,False
ORD_0000227,CUST_00016,2022-12-06,106.49,Home & Garden,4,False
ORD_0000228,CUST_00016,2022-12-22,15.1,Beauty,1,False
ORD_0000229,CUST_00016,2022-12-25,113.83,Clothing,1,False
ORD_0000230,CUST_00016,2023-01-22,212.46,Clothing,1,False
ORD_0000231,CUST_00016,2023-01-25,99.49,Clothing,4,False
ORD_0000232,CUST_00016,2023-02-20,990.9,Electronics,1,False
ORD_0000233,CUST_00016,2023-03-20,60.12,Beauty,3,False
ORD_0000234,CUST_00016,2023-03-25,41.99,Clothing,2,False
ORD_0000235,CUST_00016,2023-04-30,360.54,Home & Garden,3,False
ORD_0000236,CUST_00016,2023-05-27,175.18,Sports,2,False
ORD_0000237,CUST_00016,2023-06-01,608.19,Electronics,4,False
ORD_0000238,CUST_00016,2023-06-19,34.48,Books,2,False
ORD_0000239,CUST_00016,2023-06-25,41.59,Books,3,False
ORD_0000240,CUST_00017,2022-03-15,106.41,Home & Garden,5,False
ORD_0000241,CUST_00017,2022-07-06,15.19,Books,1,False
ORD_0000242,CUST_00017,2022-09-24,51.17,Beauty,1,False
ORD_0000243,CUST_00017,2022-11-12,50.76,Beauty,1,False
ORD_0000244,CUST_00017,2023-01-15,633.51,Electronics,5,False
ORD_0000245,CUST_00017,2023-02-23,973.78,Electronics,3,False
ORD_0000246,CUST_00017,2023-06-11,871.85,Electronics,4,False
ORD_0000247,CUST_00017,2023-09-01,40.68,Books,4,False
ORD_0000248,CUST_00018,2022-02-22,42.61,Beauty,5,False
ORD_0000249,CUST_00018,2022-04-09,38.35,Books,4,False
ORD_0000250,CUST_00018,2022-09-12,21.23,Books,5,False
ORD_0000251,CUST_00018,2022-09-12,24.6,Books,5,False
ORD_0000252,CUST_00018,2022-11-03,232.66,Home & Garden,3,True
ORD_0000253,CUST_00018,2022-11-04,43.72,Books,5,False
ORD_0000254,CUST_00018,2022-11-05,229.72,Clothing,2,False
ORD_0000255,CUST_00018,2023-03-30,84.77,Clothing,2,False
ORD_0000256,CUST_00019,2021-03-29,12.53,Beauty,5,False
ORD_0000257,CUST_00019,2022-03-21,213.87,Sports,4,False
ORD_0000258,CUST_00019,2022-03-25,788.23,Electronics,2,False
ORD_0000259,CUST_00019,2022-08-28,231.24,Home & Garden,2,False
ORD_0000260,CUST_00019,2022-09-01,91.67,Clothing,5,False
ORD_0000261,CUST_00019,2022-10-31,36.84,Beauty,5,False
ORD_0000262,CUST_00020,2021-04-10,26.53,Home & Garden,2,False
ORD_0000263,CUST_00020,2021-04-24,224.63,Home & Garden,2,False
ORD_0000264,CUST_00020,2021-08-05,51.0,Home & Garden,5,False
ORD_0000265,CUST_00020,2021-08-30,126.69,Sports,1,False
ORD_0000266,CUST_00020,2022-01-23,23.29,Clothing,4,False
ORD_0000267,CUST_00020,2022-03-25,822.81,Electronics,2,False
ORD_0000268,CUST_00020,2022-05-29,21.92,Books,3,False
ORD_0000269,CUST_00020,2022-06-25,339.72,Electronics,2,False
ORD_0000270,CUST_00020,2022-11-07,184.73,Sports,2,False
ORD_0000271,CUST_00020,2022-12-22,342.16,Home & Garden,3,False
ORD_0000272,CUST_00020,2023-02-15,1032.83,Electronics,2,False
ORD_0000273,CUST_00020,2023-03-19,20.22,Clothing,5,False
ORD_0000274,CUST_00020,2023-05-22,292.67,Sports,4,False
ORD_0000275,CUST_00020,2023-07-24,184.3,Electronics,4,False
ORD_0000276,CUST_00020,2023-08-02,143.4,Electronics,2,False
ORD_0000277,CUST_00020,2023-08-11,332.07,Home & Garden,1,True
ORD_0000278,CUST_00021,2021-10-09,34.63,Books,1,False
ORD_0000279,CUST_00021,2022-09-01,12.78,Books,3,False
ORD_0000280,CUST_00021,2023-02-04,253.23,Sports,5,False
ORD_0000281,CUST_00022,2021-09-14,83.58,Clothing,4,False
ORD_0000282,CUST_00022,2021-09-16,287.63,Clothing,3,False
ORD_0000283,CUST_00022,2021-09-20,84.71,Clothing,4,False
ORD_0000284,CUST_00022,2021-10-15,56.72,Books,4,True
ORD_0000285,CUST_00022,2021-10-18,213.07,Clothing,1,False
ORD_0000286,CUST_00022,2021-10-26,616.26,Electronics,2,False
ORD_0000287,CUST_00022,2021-11-04,252.8,Clothing,3,False
ORD_0000288,CUST_00022,2021-11-04,235.47,Sports,3,False
ORD_0000289,CUST_00022,2021-11-30,88.93,Clothing,1,False
ORD_0000290,CUST_00022,2022-01-08,28.35,Books,3,False
ORD_0000291,CUST_00022,2022-01-15,144.77,Beauty,5,False
ORD_0000292,CUST_00022,2022-01-18,263.31,Clothing,3,False
ORD_0000293,CUST_00022,2022-01-22,689.4,Electronics,3,False
ORD_0000294,CUST_00022,2022-02-08,151.97,Clothing,3,False
ORD_0000295,CUST_00022,2022-02-10,208.02,Sports,1,False
ORD_0000296,CUST_00022,2022-04-10,306.08,Sports,4,False
ORD_0000297,CUST_00022,2022-05-24,277.1,Clothing,1,True
ORD_0000298,CUST_00022,2022-05-24,202.55,Clothing,4,False
ORD_0000299,CUST_00022,2022-05-31,39.13,Books,2,False
ORD_0000300,CUST_00022,2022-06-10,100.5,Clothing,4,False
ORD_0000301,CUST_00022,2022-06-12,30.31,Books,4,False
ORD_0000302,CUST_00022,2022-08-15,96.88,Beauty,2,False
ORD_0000303,CUST_00022,2022-09-09,266.18,Clothing,5,False
ORD_0000304,CUST_00022,2022-09-25,1283.51,Electronics,2,False
ORD_0000305,CUST_00022,2022-10-02,217.52,Home & Garden,3,False
ORD_0000306,CUST_00022,2022-10-08,385.42,Sports,1,False
ORD_0000307,CUST_00022,2022-10-14,94.46,Beauty,4,False
ORD_0000308,CUST_00022,2022-10-23,721.34,Electronics,1,False
ORD_0000309,CUST_00022,2022-10-23,123.03,Sports,4,False
ORD_0000310,CUST_00022,2022-11-22,262.23,Clothing,1,False
ORD_0000311,CUST_00022,2022-11-24,610.97,Electronics,2,False
ORD_0000312,CUST_00022,2022-11-24,78.72,Clothing,3,False
ORD_0000313,CUST_00022,2022-11-30,53.27,Clothing,4,False
ORD_0000314,CUST_00022,2022-12-26,64.42,Beauty,3,False
ORD_0000315,CUST_00022,2023-01-13,377.18,Sports,3,False
ORD_0000316,CUST_00022,2023-01-17,227.77,Clothing,5,False
ORD_0000317,CUST_00022,2023-02-15,49.64,Clothing,5,False
ORD_0000318,CUST_00022,2023-02-25,32.91,Books,4,False
ORD_0000319,CUST_00022,2023-03-19,869.48,Electronics,5,False
ORD_0000320,CUST_00022,2023-03-29,134.82,Home & Garden,5,False
ORD_0000321,CUST_00022,2023-04-30,396.55,Home & Garden,1,False
ORD_0000322,CUST_00022,2023-05-03,270.89,Clothing,1,False
ORD_0000323,CUST_00022,2023-05-06,1430.74,Electronics,2,False
ORD_0000324,CUST_00022,2023-05-30,34.49,Books,5,False
ORD_0000325,CUST_00022,2023-06-01,264.76,Home & Garden,3,False
ORD_0000326,CUST_00022,2023-06-11,443.89,Home & Garden,3,False
ORD_0000327,CUST_00022,2023-06-16,38.05,Books,1,False
ORD_0000328,CUST_00022,2023-07-16,188.09,Home & Garden,5,False
ORD_0000329,CUST_00022,2023-07-19,1065.77,Electronics,4,False
ORD_0000330,CUST_00022,2023-08-14,93.53,Clothing,5,False
ORD_0000331,CUST_00022,2023-08-29,210.63,Sports,5,False
ORD_0000332,CUST_00022,2023-09-09,40.21,Beauty,5,False
ORD_0000333,CUST_00022,2023-09-10,320.34,Sports,5,False
ORD_0000334,CUST_00022,2023-09-14,104.6,Beauty,4,False
ORD_0000335,CUST_00022,2023-09-30,37.16,Books,5,False
ORD_0000336,CUST_00022,2023-10-18,40.86,Books,4,False
ORD_0000337,CUST_00022,2023-10-24,129.14,Beauty,2,False
ORD_0000338,CUST_00023,2022-06-03,101.11,Clothing,3,False
ORD_0000339,CUST_00023,2022-06-22,108.42,Beauty,3,False
ORD_0000340,CUST_00023,2022-09-06,137.38,Sports,5,False
ORD_0000341,CUST_00023,2022-09-11,192.91,Sports,1,False
ORD_0000342,CUST_00023,2022-11-12,81.51,Clothing,5,False
ORD_0000343,CUST_00023,2022-12-24,47.69,Beauty,3,False
ORD_0000344,CUST_00023,2023-02-10,225.53,Clothing,4,False
ORD_0000345,CUST_00023,2023-02-26,82.85,Sports,3,False
ORD_0000346,CUST_00023,2023-03-02,21.18,Books,2,False
ORD_0000347,CUST_00023,2023-04-19,170.38,Clothing,5,False
ORD_0000348,CUST_00023,2023-04-28,269.94,Sports,2,False
ORD_0000349,CUST_00023,2023-04-28,140.16,Clothing,5,False
ORD_0000350,CUST_00023,2023-05-17,170.89,Home & Garden,3,False
ORD_0000351,CUST_00023,2023-05-18,110.76,Beauty,2,False
ORD_0000352,CUST_00023,2023-06-21,293.13,Home & Garden,4,False
ORD_0000353,CUST_00023,2023-07-12,164.79,Home & Garden,5,False
ORD_0000354,CUST_00023,2023-07-13,18.42,Books,2,False
ORD_0000355,CUST_00024,2022-09-23,21.02,Home & Garden,3,False
ORD_0000356,CUST_00024,2022-11-01,41.6,Beauty,3,False
ORD_0000357,CUST_00024,2022-11-03,87.46,Clothing,5,False
ORD_0000358,CUST_00024,2023-01-02,108.33,Beauty,5,False
ORD_0000359,CUST_00024,2023-01-22,1100.96,Electronics,5,False
ORD_0000360,CUST_00024,2023-03-16,279.02,Electronics,3,False
ORD_0000361,CUST_00024,2023-03-18,320.48,Home & Garden,1,False
ORD_0000362,CUST_00024,2023-03-18,106.8,Clothing,1,False
ORD_0000363,CUST_00024,2023-03-26,56.72,Sports,3,False
ORD_0000364,CUST_00024,2023-03-29,180.37,Clothing,3,False
ORD_0000365,CUST_00024,2023-05-18,199.86,Clothing,4,False
ORD_0000366,CUST_00024,2023-05-26,13.7,Books,4,False
ORD_0000367,CUST_00024,2023-06-02,32.63,Home & Garden,5,False
ORD_0000368,CUST_00024,2023-06-23,173.37,Clothing,1,False
ORD_0000369,CUST_00024,2023-06-23,90.47,Electronics,3,False
ORD_0000370,CUST_00024,2023-08-06,206.64,Sports,1,False
ORD_0000371,CUST_00024,2023-08-27,27.97,Books,1,False
ORD_0000372,CUST_00025,2021-02-04,64.96,Home & Garden,5,False
ORD_0000373,CUST_00025,2021-11-03,169.84,Home & Garden,2,False
ORD_0000374,CUST_00025,2022-06-02,40.75,Books,4,False
ORD_0000375,CUST_00025,2023-03-15,347.65,Home & Garden,5,False
ORD_0000376,CUST_00026,2022-11-20,129.98,Home & Garden,2,False
ORD_0000377,CUST_00026,2022-12-14,47.17,Beauty,3,False
ORD_0000378,CUST_00027,2021-11-22,984.28,Electronics,4,False
ORD_0000379,CUST_00027,2021-12-02,206.54,Electronics,1,False
ORD_0000380,CUST_00027,2022-01-22,229.33,Electronics,3,False
ORD_0000381,CUST_00027,2022-05-06,148.99,Clothing,2,False
ORD_0000382,CUST_00027,2022-05-14,48.85,Clothing,1,False
ORD_0000383,CUST_00027,2022-05-31,41.66,Home & Garden,1,False
ORD_0000384,CUST_00027,2022-06-13,34.97,Sports,2,False
ORD_0000385,CUST_00027,2022-07-06,188.89,Sports,2,False
ORD_0000386,CUST_00027,2022-07-31,131.76,Home & Garden,5,False
ORD_0000387,CUST_00027,2022-09-29,138.82,Sports,5,False
ORD_0000388,CUST_00027,2022-12-20,67.5,Sports,2,False
ORD_0000389,CUST_00027,2023-01-29,96.77,Beauty,3,False
ORD_0000390,CUST_00027,2023-03-18,184.32,Clothing,2,False
ORD_0000391,CUST_00027,2023-04-13,47.42,Books,2,False
ORD_0000392,CUST_00027,2023-04-14,95.52,Home & Garden,1,False
ORD_0000393,CUST_00027,2023-05-02,175.66,Clothing,1,False
ORD_0000394,CUST_00027,2023-07-23,203.99,Clothing,2,False
ORD_0000395,CUST_00027,2023-08-13,213.31,Clothing,1,False
ORD_0000396,CUST_00028,2023-01-06,19.3,Books,3,False
ORD_0000397,CUST_00028,2023-01-12,177.86,Clothing,4,False
ORD_0000398,CUST_00028,2023-01-16,16.27,Books,4,False
ORD_0000399,CUST_00028,2023-01-16,19.58,Beauty,4,False
