customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_age_days,avg_order_value,avg_days_between_orders,category_diversity,spend_trend,purchases_per_year,clv_simple,clv_predicted,clv_tier,segment,location,age_group,gender
CUST_00018,217,7,485.0,2,3,2,2.3333333333333335,1063,69.28571428571429,66.83333333333333,3,61.63916666666665,5.4613466334164595,378.39,406.53,Low Value,Others,Sydney,36-45,Other
CUST_00019,367,6,1374.38,1,3,3,2.3333333333333335,1065,229.06333333333336,116.2,5,-218.2933333333333,3.1411359724612735,719.52,715.64,Medium Value,Needs Attention,Los Angeles,46-55,Other
CUST_00020,92,15,3836.9,4,4,5,4.333333333333333,1000,255.79333333333335,60.285714285714285,5,132.2366071428572,6.0545023696682465,1548.7,1542.87,Medium Value,Champion,Houston,26-35,Male
CUST_00021,271,3,300.64,2,2,1,1.6666666666666667,872,100.21333333333332,241.5,2,0.0,1.5113871635610765,151.46,152.86,Low Value,Lost,Toronto,55+,Female
CUST_00022,9,55,15086.29,5,5,5,5.0,857,274.2961818181818,14.25925925925926,6,13.88218253968256,25.597402597402596,7021.27,6989.37,Premium,Champion,Los Angeles,46-55,Male
CUST_00023,112,17,2337.05,4,4,4,4.0,578,137.47352941176473,25.3125,5,28.89722222222224,14.419753086419753,1982.33,1977.32,High Value,Champion,Los Angeles,18-25,Other
CUST_00024,67,17,3047.3999999999996,4,4,4,4.0,479,179.25882352941176,21.125,6,-149.1276388888889,17.27810650887574,3097.25,3284.77,High Value,Champion,Los Angeles,26-35,Male
CUST_00025,232,4,623.1999999999999,2,2,2,2.0,1068,155.79999999999998,256.3333333333333,2,76.79999999999998,1.4239271781534462,221.85,229.58,Low Value,Lost,London,26-35,Female
CUST_00026,323,2,177.14999999999998,1,1,1,1.0,521,88.57499999999999,24.0,2,0.0,15.208333333333334,1347.08,1388.18,Medium Value,Lost,London,18-25,Male
CUST_00027,81,18,3238.58,4,4,4,4.0,892,179.92111111111112,37.0,6,-87.99555555555554,9.864864864864865,1774.9,1786.75,Medium Value,Champion,Phoenix,26-35,Female
CUST_00028,188,7,954.79,3,3,3,3.0,362,136.39857142857142,18.666666666666668,4,114.19666666666663,19.553571428571427,2667.08,2625.33,High Value,Loyal Customer,Chicago,26-35,Female
CUST_00029,198,7,1028.26,3,3,3,3.0,430,146.8942857142857,27.166666666666668,3,-104.37416666666667,13.43558282208589,1973.61,1983.0,High Value,Loyal Customer,Toronto,18-25,Female
CUST_00030,21,31,5183.4400000000005,5,5,5,5.0,377,167.20774193548388,8.566666666666666,6,62.817125000000004,42.60700389105058,7124.22,7167.76,Premium,Champion,Chicago,46-55,Other
CUST_00031,206,6,591.87,3,3,2,2.6666666666666665,537,98.645,40.2,3,112.58333333333337,9.07960199004975,895.66,899.77,Medium Value,Others,Chicago,36-45,Male
CUST_00032,216,10,2586.26,2,4,4,3.3333333333333335,666,258.626,41.333333333333336,5,-129.07600000000002,8.830645161290322,2283.83,2294.14,High Value,At Risk,Los Angeles,26-35,Other
CUST_00033,71,31,13781.33,4,5,5,4.666666666666667,870,444.5590322580645,24.366666666666667,6,242.3057500000001,14.979480164158687,6659.26,6403.14,Premium,Champion,Berlin,46-55,Female
CUST_00034,327,3,140.49,1,2,1,1.3333333333333333,636,46.830000000000005,92.5,3,0.0,3.945945945945946,184.79,194.41,Low Value,Lost,Paris,46-55,Female
CUST_00035,261,1,33.14,2,1,1,1.3333333333333333,492,33.14,365.0,1,0.0,1.0,33.14,32.9,Low Value,Lost,New York,18-25,Male
CUST_00036,325,2,88.84,1,1,1,1.0,811,44.42,94.0,1,0.0,3.882978723404255,172.48,173.21,Low Value,Lost,Paris,46-55,Other
CUST_00037,64,11,922.56,4,4,3,3.6666666666666665,267,83.8690909090909,11.7,6,-40.06,31.1965811965812,2616.43,2711.35,High Value,Loyal Customer,Chicago,18-25,Male
CUST_00038,5,58,13384.51,5,5,5,5.0,205,230.76741379310346,2.4035087719298245,6,31.395517241379366,52.142857142857146,12032.87,12019.42,Premium,Champion,Sydney,46-55,Male
CUST_00039,434,5,1097.09,1,3,3,2.3333333333333335,1089,219.41799999999998,136.5,2,-206.6533333333333,2.673992673992674,586.72,608.1,Low Value,Needs Attention,London,36-45,Other
CUST_00040,184,6,1051.3,3,3,3,3.0,318,175.21666666666667,14.0,4,9.17333333333329,26.071428571428573,4568.15,4619.58,High Value,Loyal Customer,Houston,55+,Male
CUST_00041,5,20,4942.97,5,5,5,5.0,270,247.1485,9.157894736842104,6,-250.843,39.856321839080465,9850.43,9837.17,Premium,Champion,Chicago,46-55,Male
CUST_00042,242,6,1442.35,2,3,3,2.6666666666666665,932,240.39166666666665,108.6,4,230.14333333333337,3.3609576427255985,807.95,816.24,Medium Value,Needs Attention,Toronto,46-55,Female
CUST_00043,1,55,13985.14,5,5,5,5.0,381,254.27527272727272,5.796296296296297,6,42.38145502645497,52.142857142857146,13258.64,13202.21,Premium,Champion,Paris,46-55,Other
CUST_00044,353,1,163.26,1,1,1,1.0,663,163.26,365.0,1,0.0,1.0,163.26,164.24,Low Value,Lost,Sydney,18-25,Male
CUST_00045,63,9,2772.63,4,4,4,4.0,747,308.07,66.125,4,-42.875999999999976,5.519848771266541,1700.5,1704.06,Medium Value,Champion,Houston,26-35,Male
CUST_00046,280,6,1360.99,2,3,3,2.6666666666666665,811,226.83166666666668,83.2,5,-190.21666666666667,4.387019230769231,995.11,981.32,Medium Value,Needs Attention,Los Angeles,18-25,Male
CUST_00047,104,17,1759.73,4,4,3,3.6666666666666665,936,103.51352941176471,48.125,6,40.60597222222222,7.584415584415584,785.09,772.11,Medium Value,Loyal Customer,Los Angeles,36-45,Female
CUST_00048,272,3,294.13,2,2,1,1.6666666666666667,875,98.04333333333334,63.5,3,0.0,5.748031496062992,563.56,570.93,Low Value,Lost,Chicago,18-25,Other
CUST_00049,54,5,1323.35,5,3,3,3.6666666666666665,115,264.66999999999996,0.0,3,182.5583333333333,52.142857142857146,13800.65,13817.82,Premium,Loyal Customer,Los Angeles,26-35,Female
CUST_00050,66,17,4462.68,4,4,5,4.333333333333333,314,262.5105882352941,11.25,6,-186.18430555555557,32.44444444444444,8517.01,8504.6,Premium,Champion,Paris,36-45,Other
CUST_00051,241,1,114.25,2,1,1,1.3333333333333333,751,114.25,365.0,1,0.0,1.0,114.25,114.06,Low Value,Lost,Toronto,26-35,Other
CUST_00052,857,2,259.31,1,1,1,1.0,991,129.655,8.0,2,0.0,45.625,5915.51,5928.83,Premium,Lost,London,26-35,Other
CUST_00053,382,2,353.44,1,1,2,1.3333333333333333,1001,176.72,380.0,2,0.0,0.9605263157894737,169.74,176.16,Low Value,Lost,Toronto,55+,Male
CUST_00054,350,2,802.97,1,1,2,1.3333333333333333,706,401.485,4.0,2,0.0,52.142857142857146,20934.58,20933.94,Premium,Lost,London,36-45,Male
CUST_00055,223,6,619.54,2,3,2,2.3333333333333335,996,103.25666666666666,133.4,5,-76.52000000000001,2.7361319340329833,282.52,286.77,Low Value,Others,Chicago,55+,Female
CUST_00056,473,1,113.21,1,1,1,1.0,728,113.21,365.0,1,0.0,1.0,113.21,114.08,Low Value,Lost,Houston,55+,Female
CUST_00057,3,24,5108.68,5,5,5,5.0,228,212.86166666666668,7.086956521739131,6,129.9833333333333,51.50306748466257,10963.03,10924.44,Premium,Champion,Phoenix,26-35,Female
CUST_00058,87,10,1118.88,4,4,3,3.6666666666666665,743,111.88799999999999,60.111111111111114,6,-29.691999999999965,6.072088724584103,679.39,683.43,Medium Value,Loyal Customer,Los Angeles,55+,Female
CUST_00059,19,28,8673.68,5,5,5,5.0,477,309.7742857142857,14.666666666666666,6,-158.24857142857138,24.886363636363637,7709.16,7738.27,Premium,Champion,Houston,18-25,Other
CUST_00060,65,10,2523.38,4,4,4,4.0,825,252.33800000000002,68.11111111111111,5,-98.50799999999998,5.358890701468189,1352.25,1343.39,Medium Value,Champion,Berlin,55+,Female
CUST_00061,64,18,3034.62,4,4,4,4.0,269,168.59,7.529411764705882,6,53.77777777777777,48.4765625,8172.66,8232.74,Premium,Champion,Paris,55+,Male
CUST_00062,63,14,2196.39,4,4,4,4.0,1051,156.885,57.46153846153846,6,38.98714285714286,6.352074966532798,996.55,965.87,Medium Value,Champion,Paris,26-35,Male
CUST_00063,285,1,46.76,2,1,1,1.3333333333333333,348,46.76,365.0,1,0.0,1.0,46.76,46.67,Low Value,Lost,Paris,46-55,Female
CUST_00064,167,12,3390.67,3,4,4,3.6666666666666665,625,282.55583333333334,34.90909090909091,5,374.5016666666666,10.455729166666668,2954.33,2954.43,High Value,Loyal Customer,Phoenix,18-25,Other
CUST_00065,64,9,928.71,4,4,3,3.6666666666666665,546,103.19,46.25,5,-83.3085,7.891891891891892,814.36,824.37,Medium Value,Loyal Customer,New York,26-35,Other
CUST_00066,206,8,842.28,3,3,2,2.6666666666666665,968,105.285,91.85714285714286,3,-56.854999999999976,3.973561430793157,418.36,417.52,Low Value,Others,Phoenix,46-55,Other
CUST_00067,1,44,10629.72,5,5,5,5.0,99,241.58454545454543,0.8372093023255814,6,61.75454545454551,52.142857142857146,12596.91,12593.05,Premium,Champion,Houston,18-25,Female
CUST_00068,90,2,223.02,4,1,1,2.0,151,111.50999999999999,0.0,2,0.0,52.142857142857146,5814.45,5817.87,Premium,New Customer,Berlin,36-45,Male
CUST_00069,2,41,9053.03,5,5,5,5.0,708,220.80560975609757,15.7,6,78.78171428571426,23.248407643312103,5133.38,5321.98,High Value,Champion,Paris,18-25,Female
CUST_00070,277,3,167.46,2,2,1,1.6666666666666667,1015,55.82,255.5,3,0.0,1.4285714285714286,79.74,84.12,Low Value,Lost,Berlin,36-45,Other
CUST_00071,305,2,104.36,1,1,1,1.0,530,52.18,2.0,2,0.0,52.142857142857146,2720.81,2725.49,High Value,Lost,Houston,18-25,Male
CUST_00072,180,9,2652.28,3,4,4,3.6666666666666665,795,294.6977777777778,62.875,3,359.95550000000003,5.805168986083499,1710.77,1720.79,Medium Value,Loyal Customer,Toronto,46-55,Other
CUST_00073,8,22,3434.7799999999997,5,5,4,4.666666666666667,246,156.12636363636364,8.0,6,5.032727272727243,45.625,7123.27,7098.06,Premium,Champion,Phoenix,36-45,Female
CUST_00074,243,2,277.97,2,1,1,1.3333333333333333,452,138.985,46.0,1,0.0,7.934782608695652,1102.82,1107.95,Medium Value,Lost,New York,55+,Other
CUST_00075,326,3,230.81,1,2,1,1.3333333333333333,462,76.93666666666667,32.5,3,0.0,11.23076923076923,864.06,889.79,Medium Value,Lost,Houston,18-25,Female
CUST_00076,128,3,105.2,3,2,1,2.0,189,35.06666666666667,0.0,2,0.0,52.142857142857146,1828.48,1822.07,Medium Value,Others,Sydney,36-45,Female
CUST_00077,152,2,76.82,3,1,1,1.6666666666666667,213,38.41,0.0,2,0.0,52.142857142857146,2002.81,1918.94,High Value,Others,Toronto,26-35,Other
CUST_00078,11,37,5724.82,5,5,5,5.0,725,154.72486486486486,18.13888888888889,6,52.215175438596475,20.12251148545176,3113.45,3073.93,High Value,Champion,Los Angeles,18-25,Male
CUST_00079,88,16,1537.12,4,4,3,3.6666666666666665,504,96.07,19.933333333333334,5,-19.819999999999993,18.31103678929766,1759.14,1776.69,Medium Value,Loyal Customer,Houston,18-25,Female
CUST_00080,11,54,15112.68,5,5,5,5.0,899,279.8644444444445,15.415094339622641,6,118.77703703703708,23.678090575275398,6626.66,6796.1,Premium,Champion,Sydney,46-55,Female
CUST_00081,242,1,455.52,2,1,2,1.6666666666666667,374,455.52,365.0,1,0.0,1.0,455.52,470.75,Low Value,Lost,Paris,46-55,Other
CUST_00082,395,6,899.5,1,3,3,2.3333333333333335,1024,149.91666666666666,111.8,4,-60.726666666666674,3.264758497316637,489.44,501.33,Low Value,Needs Attention,Los Angeles,46-55,Female
CUST_00083,160,14,1521.06,3,4,3,3.3333333333333335,1049,108.64714285714285,58.61538461538461,6,36.420000000000016,6.227034120734908,676.55,658.12,Medium Value,Loyal Customer,Berlin,36-45,Other
CUST_00084,18,49,13617.3,5,5,5,5.0,418,277.90408163265306,6.916666666666667,6,-68.61813333333339,52.142857142857146,14490.71,14455.97,Premium,Champion,New York,55+,Other
CUST_00085,144,8,1605.7400000000002,3,3,3,3.0,862,200.71750000000003,78.42857142857143,5,218.87000000000003,4.65391621129326,934.12,939.34,Medium Value,Loyal Customer,London,18-25,Other
CUST_00086,76,17,3612.23,4,4,4,4.0,304,212.48411764705884,10.125,6,-93.65986111111107,36.04938271604938,7659.92,7608.71,Premium,Champion,London,36-45,Other
CUST_00087,434,1,315.08,1,1,1,1.0,799,315.08,365.0,1,0.0,1.0,315.08,316.05,Low Value,Lost,Chicago,18-25,Male
CUST_00088,215,5,1358.69,2,3,3,2.6666666666666665,1014,271.738,150.0,4,157.79666666666662,2.433333333333333,661.23,681.48,Medium Value,Needs Attention,Toronto,55+,Male
CUST_00090,289,7,2093.97,2,3,4,3.0,857,299.1385714285714,71.66666666666667,5,-134.3383333333334,5.093023255813953,1523.52,1545.17,Medium Value,Needs Attention,Toronto,36-45,Other
CUST_00091,5,41,11037.84,5,5,5,5.0,208,269.2156097560976,3.475,6,220.08723809523804,52.142857142857146,14037.67,14041.37,Premium,Champion,London,55+,Male
CUST_00092,479,2,370.1799999999999,1,1,2,1.3333333333333333,992,185.08999999999997,301.0,2,0.0,1.212624584717608,224.44,222.95,Low Value,Lost,Berlin,26-35,Female
CUST_00093,251,3,324.15999999999997,2,2,2,2.0,706,108.05333333333333,174.0,3,0.0,2.0977011494252875,226.66,249.55,Low Value,Lost,Chicago,26-35,Male
CUST_00094,238,6,1008.05,2,3,3,2.6666666666666665,811,168.00833333333333,88.2,6,168.55,4.138321995464852,695.27,698.27,Medium Value,Needs Attention,Sydney,18-25,Male
CUST_00095,424,1,105.29,1,1,1,1.0,631,105.29,365.0,1,0.0,1.0,105.29,105.17,Low Value,Lost,Los Angeles,36-45,Male
CUST_00096,266,2,180.04,2,1,1,1.3333333333333333,445,90.02,103.0,2,0.0,3.5436893203883497,319.0,325.53,Low Value,Lost,New York,36-45,Other
CUST_00097,180,8,1937.54,3,3,4,3.3333333333333335,241,242.1925,0.0,4,-121.32000000000002,52.142857142857146,12628.61,12633.18,Premium,Loyal Customer,Paris,18-25,Other
CUST_00098,229,8,1615.91,2,3,3,2.6666666666666665,722,201.98874999999998,46.857142857142854,4,126.39750000000001,7.789634146341464,1573.42,1584.65,Medium Value,Needs Attention,Los Angeles,18-25,Male
CUST_00099,4,46,11444.09,5,5,5,5.0,929,248.7845652173913,18.866666666666667,6,-41.94652173913042,19.346289752650176,4813.06,4868.72,High Value,Champion,New York,55+,Male
CUST_00100,21,25,8104.67,5,5,5,5.0,716,324.1868,25.583333333333332,6,-108.04141025641024,14.267100977198698,4625.21,4737.09,High Value,Champion,Phoenix,55+,Male
CUST_00101,4,46,12540.68,5,5,5,5.0,732,272.62347826086955,14.466666666666667,6,2.1617391304347393,25.23041474654378,6878.4,6898.19,Premium,Champion,Houston,46-55,Female
CUST_00102,201,7,1201.11,3,3,3,3.0,881,171.58714285714285,84.66666666666667,4,-24.25416666666669,4.3110236220472435,739.72,730.56,Medium Value,Loyal Customer,New York,18-25,Male
CUST_00103,69,16,3288.0899999999997,4,4,4,4.0,409,205.50562499999998,18.6,6,-172.52625,19.623655913978492,4032.77,3961.09,High Value,Champion,New York,46-55,Male
CUST_00104,485,4,787.0999999999999,1,2,2,1.6666666666666667,822,196.77499999999998,50.333333333333336,3,-146.67000000000002,7.251655629139073,1426.94,1406.53,Medium Value,Lost,Toronto,36-45,Female
CUST_00105,255,1,116.15,2,1,1,1.3333333333333333,377,116.15,365.0,1,0.0,1.0,116.15,116.34,Low Value,Lost,Berlin,26-35,Female
CUST_00106,61,9,3827.65,5,4,5,4.666666666666667,136,425.2944444444445,1.75,4,-342.62199999999996,52.142857142857146,22176.07,22197.45,Premium,Champion,Phoenix,26-35,Male
CUST_00107,199,8,1438.75,3,3,3,3.0,396,179.84375,17.285714285714285,5,173.14249999999998,21.115702479338843,3797.53,3813.25,High Value,Loyal Customer,Berlin,46-55,Other
CUST_00108,289,3,252.89,2,2,1,1.6666666666666667,432,84.29666666666667,11.0,2,0.0,33.18181818181818,2797.12,2878.45,High Value,Lost,Toronto,18-25,Other
CUST_00109,68,18,2651.24,4,4,4,4.0,1022,147.2911111111111,49.11764705882353,6,101.90000000000003,7.431137724550898,1094.54,1099.66,Medium Value,Champion,Toronto,18-25,Female
CUST_00110,21,46,14036.96,5,5,5,5.0,472,305.1513043478261,8.666666666666666,6,40.63826086956516,42.11538461538462,12851.56,12719.35,Premium,Champion,Toronto,26-35,Male
CUST_00111,97,9,1427.76,4,4,3,3.6666666666666665,445,158.64,35.25,4,11.101500000000016,10.354609929078014,1642.66,1650.49,Medium Value,Loyal Customer,Los Angeles,26-35,Other
CUST_00112,81,16,3923.62,4,4,5,4.333333333333333,920,245.22625,48.733333333333334,6,35.1575,7.489740082079344,1836.68,1823.22,Medium Value,Champion,Berlin,46-55,Other
CUST_00113,262,3,484.4,2,2,2,2.0,549,161.46666666666667,102.0,2,0.0,3.5784313725490198,577.8,580.91,Low Value,Lost,Berlin,46-55,Female
CUST_00114,264,2,43.52,2,1,1,1.3333333333333333,349,21.759999999999998,23.0,1,0.0,15.869565217391305,345.32,429.2,Low Value,Lost,Paris,36-45,Female
CUST_00115,210,7,1131.7,3,3,3,3.0,845,161.67142857142858,68.0,4,168.97083333333333,5.367647058823529,867.8,874.24,Medium Value,Loyal Customer,Chicago,26-35,Male
CUST_00116,344,3,824.0100000000001,1,2,2,1.6666666666666667,928,274.67,214.0,3,0.0,1.705607476635514,468.48,473.81,Low Value,Lost,Phoenix,18-25,Female
CUST_00118,83,16,3108.84,4,4,4,4.0,707,194.3025,36.266666666666666,6,95.24750000000003,10.064338235294118,1955.53,1939.92,High Value,Champion,Phoenix,46-55,Female
CUST_00119,373,3,245.91,1,2,1,1.3333333333333333,819,81.97,162.5,2,0.0,2.246153846153846,184.12,188.6,Low Value,Lost,Los Angeles,46-55,Female
CUST_00120,87,8,1114.83,4,3,3,3.3333333333333335,148,139.35375,0.0,6,31.75750000000002,52.142857142857146,7266.3,7263.44,Premium,Loyal Customer,Berlin,36-45,Other
CUST_00121,335,2,40.25,1,1,1,1.0,440,20.125,10.0,2,0.0,36.5,734.56,802.56,Medium Value,Lost,Houston,55+,Other
CUST_00122,251,3,340.3,2,2,2,2.0,391,113.43333333333334,39.0,3,0.0,9.35897435897436,1061.62,1060.98,Medium Value,Lost,Chicago,26-35,Female
CUST_00123,80,15,2047.1,4,4,4,4.0,525,136.47333333333333,21.785714285714285,6,-53.85178571428571,16.75409836065574,2286.49,2314.4,High Value,Champion,Berlin,36-45,Other
CUST_00124,84,19,7674.38,4,5,5,4.666666666666667,871,403.91473684210524,38.611111111111114,6,165.67211111111124,9.453237410071942,3818.3,3781.62,High Value,Champion,London,18-25,Female
CUST_00125,81,14,3570.39,4,4,4,4.0,394,255.02785714285713,19.384615384615383,5,46.667142857142835,18.82936507936508,4802.01,4700.92,High Value,Champion,Toronto,36-45,Other
CUST_00126,311,3,733.59,1,2,2,1.6666666666666667,763,244.53,183.5,3,0.0,1.9891008174386922,486.39,495.33,Low Value,Lost,Paris,55+,Female
CUST_00127,171,3,394.68,3,2,2,2.3333333333333335,232,131.56,0.0,3,0.0,52.142857142857146,6859.91,6859.36,Premium,Others,Los Angeles,26-35,Other
CUST_00128,245,2,1238.92,2,1,3,2.0,309,619.46,1.0,2,0.0,52.142857142857146,22325.665,22325.67,Premium,Others,Phoenix,46-55,Other
CUST_00129,7,50,12929.53,5,5,5,5.0,301,258.5906,4.551020408163265,6,178.83639999999994,52.142857142857146,13483.65,13482.49,Premium,Champion,Toronto,46-55,Male
CUST_00130,373,5,1187.73,1,3,3,2.3333333333333335,1038,237.546,132.0,4,241.98499999999999,2.765151515151515,656.85,662.77,Medium Value,Needs Attention,Houston,46-55,Male
CUST_00131,206,7,1956.35,3,3,4,3.3333333333333335,861,279.4785714285714,47.833333333333336,5,351.25166666666667,7.630662020905923,2132.61,2131.2,High Value,Loyal Customer,New York,46-55,Female
CUST_00132,68,18,2384.73,4,4,4,4.0,254,132.485,7.0,6,53.12999999999997,52.142857142857146,6908.15,6899.93,Premium,Champion,Houston,36-45,Other
CUST_00133,19,23,4201.86,5,5,5,5.0,1063,182.68956521739128,44.54545454545455,5,-60.056969696969674,8.193877551020408,1496.94,1482.36,Medium Value,Champion,Los Angeles,55+,Other
CUST_00134,124,8,1552.4299999999998,3,3,3,3.0,271,194.05374999999998,12.142857142857142,5,218.5425,30.058823529411764,5833.03,5889.22,Premium,Loyal Customer,Toronto,55+,Male
CUST_00135,337,3,370.51,1,2,2,1.6666666666666667,772,123.50333333333333,167.5,3,0.0,2.1791044776119404,269.13,299.15,Low Value,Lost,Los Angeles,46-55,Other
CUST_00136,68,18,2490.2,4,4,4,4.0,685,138.34444444444443,32.529411764705884,6,23.286666666666676,11.220614828209765,1552.31,1568.25,Medium Value,Champion,Sydney,18-25,Other
CUST_00137,339,3,1039.67,1,2,3,2.0,821,346.5566666666667,179.5,2,0.0,2.033426183844011,704.7,766.6,Medium Value,Others,Paris,46-55,Female
CUST_00138,314,2,71.42,1,1,1,1.0,1028,35.71,586.0,1,0.0,0.6228668941979523,22.24,33.71,Low Value,Lost,Paris,36-45,Other
CUST_00139,194,13,2674.89,3,4,4,3.6666666666666665,879,205.76076923076923,50.916666666666664,5,11.599285714285713,7.168576104746318,1475.01,1468.5,Medium Value,Loyal Customer,New York,55+,Other
CUST_00140,99,3,737.84,4,2,2,2.6666666666666665,160,245.9466666666667,0.0,3,0.0,52.142857142857146,12824.36,12819.39,Premium,New Customer,Phoenix,26-35,Female
CUST_00141,69,1,706.13,4,1,2,2.3333333333333335,130,706.13,365.0,1,0.0,1.0,706.13,702.03,Medium Value,New Customer,Chicago,46-55,Female
CUST_00142,67,18,1852.07,4,4,4,4.0,515,102.89277777777778,19.823529411764707,5,42.90555555555555,18.412462908011868,1894.51,1995.7,High Value,Champion,Los Angeles,46-55,Female
CUST_00143,137,6,733.99,3,3,2,2.6666666666666665,198,122.33166666666666,0.0,4,13.390000000000015,52.142857142857146,6378.72,6387.22,Premium,Others,New York,18-25,Male
CUST_00144,62,13,1338.45,5,4,3,4.0,360,102.95769230769231,17.666666666666668,5,17.27333333333334,20.660377358490564,2127.14,2113.98,High Value,Loyal Customer,Chicago,18-25,Female
CUST_00145,162,18,1917.52,3,4,4,3.6666666666666665,773,106.52888888888889,29.705882352941178,6,-20.806666666666686,12.287128712871286,1308.93,1302.62,Medium Value,Loyal Customer,New York,55+,Other
CUST_00146,61,25,5429.55,5,5,5,5.0,878,217.18200000000002,28.583333333333332,6,-57.25737179487177,12.769679300291546,2773.34,2776.18,High Value,Champion,Chicago,36-45,Other
CUST_00147,205,6,839.19,3,3,2,2.6666666666666665,424,139.865,30.8,2,44.48999999999998,11.85064935064935,1657.49,1652.24,Medium Value,Others,Sydney,46-55,Male
CUST_00148,273,4,1221.19,2,2,3,2.3333333333333335,584,305.2975,61.666666666666664,4,-144.10500000000002,5.918918918918919,1807.03,1809.32,Medium Value,Others,London,26-35,Male
CUST_00149,7,34,7570.04,5,5,5,5.0,690,222.64823529411765,18.848484848484848,6,-67.7811764705882,19.364951768488748,4311.57,4377.32,High Value,Champion,Berlin,26-35,Other
CUST_00150,65,14,2533.1,4,4,4,4.0,190,180.93571428571428,3.8461538461538463,6,141.63142857142861,52.142857142857146,9434.51,9424.11,Premium,Champion,Berlin,46-55,Other
CUST_00151,98,3,502.7,4,2,2,2.6666666666666665,159,167.56666666666666,0.0,2,0.0,52.142857142857146,8737.4,8713.23,Premium,New Customer,Phoenix,55+,Female
CUST_00152,73,19,5767.92,4,5,5,4.666666666666667,437,303.57473684210527,14.555555555555555,6,360.971,25.076335877862597,7612.54,7531.84,Premium,Champion,Chicago,55+,Male
CUST_00153,2,37,11442.64,5,5,5,5.0,626,309.26054054054055,14.916666666666666,6,-87.74304093567252,24.46927374301676,7567.38,7730.88,Premium,Champion,London,18-25,Female
CUST_00154,327,4,562.3,1,2,2,1.6666666666666667,949,140.575,164.33333333333334,3,-129.87,2.2210953346855984,312.23,322.14,Low Value,Lost,Chicago,36-45,Female
CUST_00155,327,2,932.8,1,1,3,1.6666666666666667,824,466.40000000000003,154.0,2,0.0,2.3701298701298703,1105.43,1091.81,Medium Value,Others,Phoenix,46-55,Male
