customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_score,rfm_total,segment,signup_date,location,age_group,gender,cumulative_revenue,cumulative_pct,customer_rank_pct
CUST_00719,2023-10-27,41,13375.27,6,5,5,5,555,5.0,Champion,2023-08-06,New York,55+,Female,2009249.2900000003,15.136815955170487,2.6929260450160775
CUST_03669,2023-09-17,49,13362.73,46,5,5,5,555,5.0,Champion,2022-04-22,Toronto,55+,Female,2022612.0200000003,15.23748498896103,2.713022508038585
CUST_00437,2023-10-22,49,13355.61,11,5,5,5,555,5.0,Champion,2021-02-28,London,18-25,Other,2035967.6300000004,15.338100383748124,2.7331189710610935
CUST_02884,2023-10-30,57,13346.96,3,5,5,5,555,5.0,Champion,2022-06-16,Houston,18-25,Male,2049314.5900000003,15.438650613172875,2.753215434083601
CUST_01887,2023-10-24,53,13341.07,9,5,5,5,555,5.0,Champion,2022-04-28,New York,36-45,Male,2062655.6600000004,15.539156469882695,2.7733118971061095
CUST_03810,2023-11-01,53,13335.13,1,5,5,5,555,5.0,Champion,2023-09-15,Sydney,55+,Other,2075990.7900000003,15.639617577199186,2.793408360128617
CUST_01698,2023-10-14,53,13317.3,19,5,5,5,555,5.0,Champion,2021-09-08,Los Angeles,55+,Other,2089308.0900000003,15.73994436100001,2.8135048231511255
CUST_04892,2023-09-05,55,13312.75,58,5,5,5,555,5.0,Champion,2022-04-08,Chicago,36-45,Other,2102620.8400000003,15.84023686706689,2.8336012861736335
CUST_01169,2023-10-31,53,13295.75,2,5,5,5,555,5.0,Champion,2023-06-21,Sydney,46-55,Male,2115916.5900000003,15.94040130247946,2.8536977491961415
CUST_00410,2023-10-14,51,13278.61,19,5,5,5,555,5.0,Champion,2021-09-29,New York,36-45,Female,2129195.2,16.040436612538215,2.8737942122186495
CUST_04235,2023-10-30,52,13205.12,3,5,5,5,555,5.0,Champion,2023-08-06,Los Angeles,55+,Male,2142400.3200000003,16.139918280691965,2.8938906752411575
CUST_02168,2023-10-19,55,13198.26,14,5,5,5,555,5.0,Champion,2022-08-15,New York,26-35,Other,2155598.58,16.23934826856992,2.9139871382636655
CUST_02833,2023-10-20,51,13195.18,13,5,5,5,555,5.0,Champion,2022-04-14,Chicago,36-45,Male,2168793.7600000002,16.338755053058744,2.934083601286174
CUST_00477,2023-09-11,50,13194.57,52,5,5,5,555,5.0,Champion,2021-07-29,Los Angeles,18-25,Other,2181988.33,16.438157242071146,2.9541800643086815
CUST_00301,2023-09-11,42,13183.14,52,5,5,5,555,5.0,Champion,2021-05-04,Sydney,46-55,Other,2195171.47,16.537473322402445,2.97427652733119
CUST_04203,2023-10-24,53,13179.42,9,5,5,5,555,5.0,Champion,2021-01-10,London,55+,Other,2208350.89,16.636761377861152,2.9943729903536975
CUST_02709,2023-10-20,48,13162.970000000001,13,5,5,5,555,5.0,Champion,2021-02-09,Paris,26-35,Male,2221513.8600000003,16.735925506127902,3.014469453376206
CUST_04651,2023-10-26,45,13148.7,7,5,5,5,555,5.0,Champion,2021-10-13,Chicago,46-55,Female,2234662.5600000005,16.83498213038071,3.0345659163987135
CUST_04614,2023-10-29,45,13138.92,4,5,5,5,555,5.0,Champion,2023-03-31,Houston,36-45,Male,2247801.4800000004,16.93396507633945,3.054662379421222
CUST_02563,2023-10-28,43,13133.85,5,5,5,5,555,5.0,Champion,2021-07-04,Phoenix,36-45,Male,2260935.3300000005,17.032909827108934,3.07475884244373
CUST_02316,2023-10-15,42,13095.41,18,5,5,5,555,5.0,Champion,2022-03-23,Toronto,18-25,Male,2274030.7400000007,17.131564987528332,3.094855305466238
CUST_04456,2023-08-14,40,13092.44,80,4,5,5,455,4.666666666666667,Champion,2021-10-15,Los Angeles,46-55,Other,2287123.1800000006,17.230197773251057,3.114951768488746
CUST_04872,2023-11-01,54,13051.32,1,5,5,5,555,5.0,Champion,2023-06-06,Los Angeles,26-35,Female,2300174.5000000005,17.328520778661716,3.135048231511254
CUST_04588,2023-10-31,50,13047.99,2,5,5,5,555,5.0,Champion,2021-12-18,Paris,26-35,Male,2313222.4900000007,17.426818697291267,3.1551446945337616
CUST_00423,2023-10-31,47,13032.55,2,5,5,5,555,5.0,Champion,2023-01-06,Berlin,55+,Female,2326255.0400000005,17.525000297632438,3.1752411575562705
CUST_03589,2023-11-01,52,13029.6,1,5,5,5,555,5.0,Champion,2022-08-05,Phoenix,18-25,Female,2339284.6400000006,17.6231596739483,3.195337620578778
CUST_03412,2023-10-11,39,13019.5,22,5,5,5,555,5.0,Champion,2023-01-24,Sydney,26-35,Female,2352304.1400000006,17.721242961228366,3.215434083601286
CUST_04901,2023-10-20,52,13016.25,13,5,5,5,555,5.0,Champion,2023-02-07,Houston,18-25,Female,2365320.3900000006,17.81930176441276,3.2355305466237945
CUST_02119,2023-10-27,54,12962.25,6,5,5,5,555,5.0,Champion,2021-11-17,Berlin,18-25,Male,2378282.6400000006,17.916953754930525,3.2556270096463025
CUST_01265,2023-10-23,54,12958.69,10,5,5,5,555,5.0,Champion,2021-04-16,Toronto,26-35,Male,2391241.3300000005,18.014578925946566,3.27572347266881
CUST_00129,2023-10-26,50,12929.53,7,5,5,5,555,5.0,Champion,2023-03-06,Toronto,46-55,Male,2404170.8600000003,18.111984418122624,3.295819935691318
CUST_01651,2023-10-24,55,12916.12,9,5,5,5,555,5.0,Champion,2023-05-23,Sydney,55+,Male,2417086.9800000004,18.209288885153146,3.3159163987138265
CUST_02727,2023-10-13,51,12905.949999999999,20,5,5,5,555,5.0,Champion,2021-08-09,Sydney,36-45,Other,2429992.9300000006,18.306516735798116,3.3360128617363345
CUST_03402,2023-09-24,45,12904.46,39,5,5,5,555,5.0,Champion,2022-12-09,Toronto,18-25,Other,2442897.3900000006,18.403733361426916,3.356109324758842
CUST_02195,2023-10-31,39,12879.31,2,5,5,5,555,5.0,Champion,2022-11-23,Berlin,18-25,Female,2455776.7000000007,18.500760517823018,3.376205787781351
